ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment
10638,FT_8_TYPE,Alarm1 Normal Bin 14 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[FT][14],100,0,0,Alarm1 Normal Bin 14 Yield over Limit
10639,BOOLEAN_TYPE,Alarm1 Normal Bin 15 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[FT][15],1,0,0,Alarm1 Normal Bin 15 Yield over Limit Enable
10640,FT_8_TYPE,Alarm1 Normal Bin 15 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[FT][15],100,0,0,Alarm1 Normal Bin 15 Yield over Limit
10641,ASCII_TYPE,Alarm Normal Bin 0-255 Yield Over Limit Enable,,fBinSel->sBinEnableFail[eBinFT],,,,Alarm Normal Bin 0-255 Yield Over Limit Enable; CSV Format for Bin 0 to 255
10642,ASCII_TYPE,Alarm Normal Bin 0-255 Yield Over Limit,Percentage,fBinSel->sBinFailPercent[eBinFT],,,,Alarm Normal Bin 0-255 Yield Over Limit; CSV Format for Bin 0 to 255
10643,ASCII_TYPE,Alarm Normal Bin 0-255 Yield Over Limit Ignore,Percentage,fBinSel->sBinFailIgnore[eBinFT],,,,Alarm Normal Bin 0-255 Yield Over Limit Ignore; CSV Format for Bin 0 to 255
10644,ASCII_TYPE,Alarm Normal Bin 0-255 Count Over Limit Enable,,fBinSel->sBinCountEnable[eBinFT],,,,Alarm Normal Bin 0-255 Yield Count Limit Enable; CSV Format for Bin 0 to 255
10645,ASCII_TYPE,Alarm Normal Bin 0-255 Count Over Limit,,fBinSel->sBinCountNumber[eBinFT],,,,Alarm Normal Bin 0-255 Yield Count Limit; CSV Format for Bin 0 to 255
10646,ASCII_TYPE,Alarm Normal Bin 0-255 Count Over Limit Ignore,,fBinSel->sBinCountIgnore[eBinFT],,,,Alarm Normal Bin 0-255 Yield Count Limit Ignore; CSV Format for Bin 0 to 255
10647,ASCII_TYPE,Alarm Normal Bin 0-255 Special Bin By Arm,,fBinSel->sSpecialBinByArm[eBinFT],,,,Alarm Normal Bin 0-255 Yield Special Bin By Arm; CSV Format for Bin 0 to 255
10648,ASCII_TYPE,Alarm Normal Bin 0-255 Special Bin Count By Arm,,fBinSel->sSpecialBinCountByArm[eBinFT],,,,Alarm Normal Bin 0-255 Yield Special Bin Count By Arm; CSV Format for Bin 0 to 255
10649,ASCII_TYPE,Alarm Normal Bin 0-255 Special Bin By Socket,,fBinSel->sSpecialBinBySocket[eBinFT],,,,Alarm Normal Bin 0-255 Yield Special Bin By Socket; CSV Format for Bin 0 to 255
10650,ASCII_TYPE,Alarm Normal Bin 0-255 Special Bin Count By Socket,,fBinSel->sSpecialBinCountBySocket[eBinFT],,,,Alarm Normal Bin 0-255 Yield Special Bin Count By Socket; CSV Format for Bin 0 to 255
10680,BOOLEAN_TYPE,LowYield,,fBinSel->sLowYield[eBinFT],,,,LowYield; CSV Format for Bin 0 to 255
10681,BOOLEAN_TYPE,ArmYield,,fBinSel->sArmYield[eBinFT],,,,ArmYield; CSV Format for Bin 0 to 255
10682,BOOLEAN_TYPE,SiteYield,,fBinSel->sSiteYield[eBinFT],,,,SiteYield; CSV Format for Bin 0 to 255
10683,ASCII_TYPE,By Bin per site cleaning,,fBinSel->sBySiteClean[eBinFT],10000,0,0,By Bin per site cleaning; CSV Format for Bin 0 to 255
10684,ASCII_TYPE,By Bin count cleaning,,fBinSel->sByBinClean[eBinFT],10000,0,0,By Bin count cleaning; CSV Format for Bin 0 to 255
10691,INT_4_TYPE,Alarm1 Normal By Bin Yield over Limit Ignore count,,&TestIF_File.iByBinFailureIgnore[FT],100000,20,200,Alarm1 Normal By Bin Yield over Limit Ignore count
10709,BOOLEAN_TYPE,Alarm1 RT Bin 0 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][0],1,0,0,Alarm1 RT Bin 0 Yield over Limit Enable
10710,FT_8_TYPE,Alarm1 RT Bin 0 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][0],100,0,0,Alarm1 RT Bin 0 Yield over Limit
10711,BOOLEAN_TYPE,Alarm1 RT Bin 1 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][1],1,0,0,Alarm1 RT Bin 1 Yield over Limit Enable
10712,FT_8_TYPE,Alarm1 RT Bin 1 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][1],100,0,0,Alarm1 RT Bin 1 Yield over Limit
10713,BOOLEAN_TYPE,Alarm1 RT Bin 2 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][2],1,0,0,Alarm1 RT Bin 2 Yield over Limit Enable
10714,FT_8_TYPE,Alarm1 RT Bin 2 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][2],100,0,0,Alarm1 RT Bin 2 Yield over Limit
10715,BOOLEAN_TYPE,Alarm1 RT Bin 3 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][3],1,0,0,Alarm1 RT Bin 3 Yield over Limit Enable
10716,FT_8_TYPE,Alarm1 RT Bin 3 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][3],100,0,0,Alarm1 RT Bin 3 Yield over Limit
10717,BOOLEAN_TYPE,Alarm1 RT Bin 4 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][4],1,0,0,Alarm1 RT Bin 4 Yield over Limit Enable
10718,FT_8_TYPE,Alarm1 RT Bin 4 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][4],100,0,0,Alarm1 RT Bin 4 Yield over Limit
10719,BOOLEAN_TYPE,Alarm1 RT Bin 5 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][5],1,0,0,Alarm1 RT Bin 5 Yield over Limit Enable
10720,FT_8_TYPE,Alarm1 RT Bin 5 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][5],100,0,0,Alarm1 RT Bin 5 Yield over Limit
10721,BOOLEAN_TYPE,Alarm1 RT Bin 6 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][6],1,0,0,Alarm1 RT Bin 6 Yield over Limit Enable
10722,FT_8_TYPE,Alarm1 RT Bin 6 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][6],100,0,0,Alarm1 RT Bin 6 Yield over Limit
10723,BOOLEAN_TYPE,Alarm1 RT Bin 7 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][7],1,0,0,Alarm1 RT Bin 7 Yield over Limit Enable
10724,FT_8_TYPE,Alarm1 RT Bin 7 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][7],100,0,0,Alarm1 RT Bin 7 Yield over Limit
10725,BOOLEAN_TYPE,Alarm1 RT Bin 8 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][8],1,0,0,Alarm1 RT Bin 8 Yield over Limit Enable
10726,FT_8_TYPE,Alarm1 RT Bin 8 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][8],100,0,0,Alarm1 RT Bin 8 Yield over Limit
10727,BOOLEAN_TYPE,Alarm1 RT Bin 9 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][9],1,0,0,Alarm1 RT Bin 9 Yield over Limit Enable
10728,FT_8_TYPE,Alarm1 RT Bin 9 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][9],100,0,0,Alarm1 RT Bin 9 Yield over Limit
10729,BOOLEAN_TYPE,Alarm1 RT Bin 10 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][10],1,0,0,Alarm1 RT Bin 10 Yield over Limit Enable
10730,FT_8_TYPE,Alarm1 RT Bin 10 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][10],100,0,0,Alarm1 RT Bin 10 Yield over Limit
10731,BOOLEAN_TYPE,Alarm1 RT Bin 11 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][11],1,0,0,Alarm1 RT Bin 11 Yield over Limit Enable
10732,FT_8_TYPE,Alarm1 RT Bin 11 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][11],100,0,0,Alarm1 RT Bin 11 Yield over Limit
10733,BOOLEAN_TYPE,Alarm1 RT Bin 12 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][12],1,0,0,Alarm1 RT Bin 12 Yield over Limit Enable
10734,FT_8_TYPE,Alarm1 RT Bin 12 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][12],100,0,0,Alarm1 RT Bin 12 Yield over Limit
10735,BOOLEAN_TYPE,Alarm1 RT Bin 13 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][13],1,0,0,Alarm1 RT Bin 13 Yield over Limit Enable
10736,FT_8_TYPE,Alarm1 RT Bin 13 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][13],100,0,0,Alarm1 RT Bin 13 Yield over Limit
10737,BOOLEAN_TYPE,Alarm1 RT Bin 14 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][14],1,0,0,Alarm1 RT Bin 14 Yield over Limit Enable
10738,FT_8_TYPE,Alarm1 RT Bin 14 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][14],100,0,0,Alarm1 RT Bin 14 Yield over Limit
10739,BOOLEAN_TYPE,Alarm1 RT Bin 15 Yield over Limit Enable,,&TestIF_File.bByBinFailureEnable[RT][15],1,0,0,Alarm1 RT Bin 15 Yield over Limit Enable
10740,FT_8_TYPE,Alarm1 RT Bin 15 Yield over Limit,Percentage,&TestIF_File.dByBinFailurePercent[RT][15],100,0,0,Alarm1 RT Bin 15 Yield over Limit
10741,ASCII_TYPE,Alarm RT Bin 0-255 Yield Over Limit Enable,,fBinSel->sBinEnableFail[eBinRT],,,,Alarm RT Bin 0-255 Yield Over Limit Enable; CSV Format for Bin 0 to 255
10742,ASCII_TYPE,Alarm RT Bin 0-255 Yield Over Limit,Percentage,fBinSel->sBinFailPercent[eBinRT],,,,Alarm RT Bin 0-255 Yield Over Limit (%); CSV Format for Bin 0 to 255
10743,ASCII_TYPE,Alarm RT Bin 0-255 Yield Over Limit Ignore,Percentage,fBinSel->sBinFailIgnore[eBinRT],,,,Alarm RT Bin 0-255 Yield Over Limit Ignore; CSV Format for Bin 0 to 255
10744,ASCII_TYPE,Alarm RT Bin 0-255 Count Over Limit Enable,,fBinSel->sBinCountEnable[eBinRT],,,,Alarm RT Bin 0-255 Yield Count Limit Enable; CSV Format for Bin 0 to 255
10745,ASCII_TYPE,Alarm RT Bin 0-255 Count Over Limit,,fBinSel->sBinCountNumber[eBinRT],,,,Alarm RT Bin 0-255 Yield Count Limit; CSV Format for Bin 0 to 255
10746,ASCII_TYPE,Alarm RT Bin 0-255 Count Over Limit Ignore,,fBinSel->sBinCountIgnore[eBinRT],,,,Alarm RT Bin 0-255 Yield Count Limit Ignore; CSV Format for Bin 0 to 255
10747,ASCII_TYPE,Alarm RT Bin 0-255 Special Bin By Arm,,fBinSel->sSpecialBinByArm[eBinRT],,,,Alarm RT Bin 0-255 Yield Special Bin By Arm; CSV Format for Bin 0 to 255
10748,ASCII_TYPE,Alarm RT Bin 0-255 Special Bin Count By Arm,,fBinSel->sSpecialBinCountByArm[eBinRT],,,,Alarm RT Bin 0-255 Yield Special Bin Count By Arm; CSV Format for Bin 0 to 255
10749,ASCII_TYPE,Alarm RT Bin 0-255 Special Bin By Socket,,fBinSel->sSpecialBinBySocket[eBinRT],,,,Alarm RT Bin 0-255 Yield Special Bin By Socket; CSV Format for Bin 0 to 255
10750,ASCII_TYPE,Alarm RT Bin 0-255 Special Bin Count By Socket,,fBinSel->sSpecialBinCountBySocket[eBinRT],,,,Alarm RT Bin 0-255 Yield Special Bin Count By Socket; CSV Format for Bin 0 to 255
10780,BOOLEAN_TYPE,LowYield RT,,fBinSel->sLowYield[eBinRT],,,,LowYield RT; CSV Format for Bin 0 to 255
10781,BOOLEAN_TYPE,ArmYield RT,,fBinSel->sArmYield[eBinRT],,,,ArmYield RT; CSV Format for Bin 0 to 255
10782,BOOLEAN_TYPE,SiteYield RT,,fBinSel->sSiteYield[eBinRT],,,,SiteYield RT; CSV Format for Bin 0 to 255
10783,ASCII_TYPE,By Bin per site cleaning RT,,fBinSel->sBySiteClean[eBinRT],10000,0,0,By Bin per site cleaning RT; CSV Format for Bin 0 to 255
10784,ASCII_TYPE,By Bin count cleaning RT,,fBinSel->sByBinClean[eBinRT],10000,0,0,By Bin count cleaning RT; CSV Format for Bin 0 to 255
10791,INT_4_TYPE,Alarm1 RT By Bin Yield over Limit Ignore count,,&TestIF_File.iByBinFailureIgnore[RT],100000,20,200,Alarm1 RT By Bin Yield over Limit Ignore count
10941,ASCII_TYPE,Alarm OffLine Bin 0-255 Yield Over Limit Enable,,fBinSel->sBinEnableFail[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Over Limit Enable; CSV Format for Bin 0 to 255
10942,ASCII_TYPE,Alarm OffLine Bin 0-255 Yield Over Limit,Percentage,fBinSel->sBinFailPercent[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Over Limit (%); CSV Format for Bin 0 to 255
10943,ASCII_TYPE,Alarm OffLine Bin 0-255 Yield Over Limit Ignore,Percentage,fBinSel->sBinFailIgnore[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Over Limit Ignore; CSV Format for Bin 0 to 255
10944,ASCII_TYPE,Alarm OffLine Bin 0-255 Count Over Limit Enable,,fBinSel->sBinCountEnable[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Count Limit Enable; CSV Format for Bin 0 to 255
10945,ASCII_TYPE,Alarm OffLine Bin 0-255 Count Over Limit,,fBinSel->sBinCountNumber[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Count Limit; CSV Format for Bin 0 to 255
10946,ASCII_TYPE,Alarm OffLine Bin 0-255 Count Over Limit Ignore,,fBinSel->sBinCountIgnore[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Count Limit Ignore; CSV Format for Bin 0 to 255
10947,ASCII_TYPE,Alarm OffLine Bin 0-255 Special Bin By Arm,,fBinSel->sSpecialBinByArm[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Special Bin By Arm; CSV Format for Bin 0 to 255
10948,ASCII_TYPE,Alarm OffLine Bin 0-255 Special Bin Count By Arm,,fBinSel->sSpecialBinCountByArm[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Special Bin Count By Arm; CSV Format for Bin 0 to 255
10949,ASCII_TYPE,Alarm OffLine Bin 0-255 Special Bin By Socket,,fBinSel->sSpecialBinBySocket[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Special Bin By Socket; CSV Format for Bin 0 to 255
10950,ASCII_TYPE,Alarm OffLine Bin 0-255 Special Bin Count By Socket,,fBinSel->sSpecialBinCountBySocket[eBinOffLine],,,,Alarm OffLine Bin 0-255 Yield Special Bin Count By Socket; CSV Format for Bin 0 to 255
10980,BOOLEAN_TYPE,LowYield OffLine,,fBinSel->sLowYield[eBinOffLine],,,,LowYield OffLine; CSV Format for Bin 0 to 255
10981,BOOLEAN_TYPE,ArmYield OffLine,,fBinSel->sArmYield[eBinOffLine],,,,ArmYield OffLine; CSV Format for Bin 0 to 255
10982,BOOLEAN_TYPE,SiteYield OffLine,,fBinSel->sSiteYield[eBinOffLine],,,,SiteYield OffLine; CSV Format for Bin 0 to 255
10983,ASCII_TYPE,By Bin per site cleaning OffLine,,fBinSel->sBySiteClean[eBinOffLine],10000,0,0,By Bin per site cleaning OffLine; CSV Format for Bin 0 to 255
10984,ASCII_TYPE,By Bin count cleaning OffLine,,fBinSel->sByBinClean[eBinOffLine],10000,0,0,By Bin count cleaning OffLine; CSV Format for Bin 0 to 255
11041,ASCII_TYPE,Alarm ART_FT Bin 0-255 Yield Over Limit Enable,,fBinSel->sBinEnableFail[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Over Limit Enable; CSV Format for Bin 0 to 255
11042,ASCII_TYPE,Alarm ART_FT Bin 0-255 Yield Over Limit,Percentage,fBinSel->sBinFailPercent[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Over Limit (%); CSV Format for Bin 0 to 255
11043,ASCII_TYPE,Alarm ART_FT Bin 0-255 Yield Over Limit Ignore,Percentage,fBinSel->sBinFailIgnore[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Over Limit Ignore; CSV Format for Bin 0 to 255
11044,ASCII_TYPE,Alarm ART_FT Bin 0-255 Count Over Limit Enable,,fBinSel->sBinCountEnable[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Count Limit Enable; CSV Format for Bin 0 to 255
11045,ASCII_TYPE,Alarm ART_FT Bin 0-255 Count Over Limit,,fBinSel->sBinCountNumber[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Count Limit; CSV Format for Bin 0 to 255
11046,ASCII_TYPE,Alarm ART_FT Bin 0-255 Count Over Limit Ignore,,fBinSel->sBinCountIgnore[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Count Limit Ignore; CSV Format for Bin 0 to 255
11047,ASCII_TYPE,Alarm ART_FT Bin 0-255 Special Bin By Arm,,fBinSel->sSpecialBinByArm[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Special Bin By Arm; CSV Format for Bin 0 to 255
11048,ASCII_TYPE,Alarm ART_FT Bin 0-255 Special Bin Count By Arm,,fBinSel->sSpecialBinCountByArm[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Special Bin Count By Arm; CSV Format for Bin 0 to 255
11049,ASCII_TYPE,Alarm ART_FT Bin 0-255 Special Bin By Socket,,fBinSel->sSpecialBinBySocket[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Special Bin By Socket; CSV Format for Bin 0 to 255
11050,ASCII_TYPE,Alarm ART_FT Bin 0-255 Special Bin Count By Socket,,fBinSel->sSpecialBinCountBySocket[eBinFT_ART],,,,Alarm ART_FT Bin 0-255 Yield Special Bin Count By Socket; CSV Format for Bin 0 to 255
11080,BOOLEAN_TYPE,LowYield ART_FT,,fBinSel->sLowYield[eBinFT_ART],,,,LowYield ART_FT; CSV Format for Bin 0 to 255
11081,BOOLEAN_TYPE,ArmYield ART_FT,,fBinSel->sArmYield[eBinFT_ART],,,,ArmYield ART_FT; CSV Format for Bin 0 to 255
11082,BOOLEAN_TYPE,SiteYield ART_FT,,fBinSel->sSiteYield[eBinFT_ART],,,,SiteYield ART_FT; CSV Format for Bin 0 to 255
11083,ASCII_TYPE,By Bin per site cleaning ART_FT,,fBinSel->sBySiteClean[eBinFT_ART],10000,0,0,By Bin per site cleaning ART_FT; CSV Format for Bin 0 to 255
11084,ASCII_TYPE,By Bin count cleaning ART_FT,,fBinSel->sByBinClean[eBinFT_ART],10000,0,0,By Bin count cleaning ART_FT; CSV Format for Bin 0 to 255
11141,ASCII_TYPE,Alarm ART_RT Bin 0-255 Yield Over Limit Enable,,fBinSel->sBinEnableFail[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Over Limit Enable; CSV Format for Bin 0 to 255
11142,ASCII_TYPE,Alarm ART_RT Bin 0-255 Yield Over Limit,Percentage,fBinSel->sBinFailPercent[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Over Limit (%); CSV Format for Bin 0 to 255
11143,ASCII_TYPE,Alarm ART_RT Bin 0-255 Yield Over Limit Ignore,Percentage,fBinSel->sBinFailIgnore[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Over Limit Ignore; CSV Format for Bin 0 to 255
11144,ASCII_TYPE,Alarm ART_RT Bin 0-255 Count Over Limit Enable,,fBinSel->sBinCountEnable[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Count Limit Enable; CSV Format for Bin 0 to 255
11145,ASCII_TYPE,Alarm ART_RT Bin 0-255 Count Over Limit,,fBinSel->sBinCountNumber[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Count Limit; CSV Format for Bin 0 to 255
11146,ASCII_TYPE,Alarm ART_RT Bin 0-255 Count Over Limit Ignore,,fBinSel->sBinCountIgnore[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Count Limit Ignore; CSV Format for Bin 0 to 255
11147,ASCII_TYPE,Alarm ART_RT Bin 0-255 Special Bin By Arm,,fBinSel->sSpecialBinByArm[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Special Bin By Arm; CSV Format for Bin 0 to 255
11148,ASCII_TYPE,Alarm ART_RT Bin 0-255 Special Bin Count By Arm,,fBinSel->sSpecialBinCountByArm[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Special Bin Count By Arm; CSV Format for Bin 0 to 255
11149,ASCII_TYPE,Alarm ART_RT Bin 0-255 Special Bin By Socket,,fBinSel->sSpecialBinBySocket[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Special Bin By Socket; CSV Format for Bin 0 to 255
11150,ASCII_TYPE,Alarm ART_RT Bin 0-255 Special Bin Count By Socket,,fBinSel->sSpecialBinCountBySocket[eBinRT_ART],,,,Alarm ART_RT Bin 0-255 Yield Special Bin Count By Socket; CSV Format for Bin 0 to 255
11180,BOOLEAN_TYPE,LowYield ART_RT,,fBinSel->sLowYield[eBinRT_ART],,,,LowYield ART_RT; CSV Format for Bin 0 to 255
11181,BOOLEAN_TYPE,ArmYield ART_RT,,fBinSel->sArmYield[eBinRT_ART],,,,ArmYield ART_RT; CSV Format for Bin 0 to 255
11182,BOOLEAN_TYPE,SiteYield ART_RT,,fBinSel->sSiteYield[eBinRT_ART],,,,SiteYield ART_RT; CSV Format for Bin 0 to 255
11183,ASCII_TYPE,By Bin per site cleaning ART_RT,,fBinSel->sBySiteClean[eBinRT_ART],10000,0,0,By Bin per site cleaning ART_RT; CSV Format for Bin 0 to 255
11184,ASCII_TYPE,By Bin count cleaning ART_RT,,fBinSel->sByBinClean[eBinRT_ART],10000,0,0,By Bin count cleaning ART_RT; CSV Format for Bin 0 to 255
11241,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Yield Over Limit Enable,,fBinSel->sBinEnableFail[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Over Limit Enable; CSV Format for Bin 0 to 255
11242,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Yield Over Limit,Percentage,fBinSel->sBinFailPercent[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Over Limit (%); CSV Format for Bin 0 to 255
11243,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Yield Over Limit Ignore,Percentage,fBinSel->sBinFailIgnore[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Over Limit Ignore; CSV Format for Bin 0 to 255
11244,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Count Over Limit Enable,,fBinSel->sBinCountEnable[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Count Limit Enable; CSV Format for Bin 0 to 255
11245,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Count Over Limit,,fBinSel->sBinCountNumber[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Count Limit; CSV Format for Bin 0 to 255
11246,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Count Over Limit Ignore,,fBinSel->sBinCountIgnore[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Count Limit Ignore; CSV Format for Bin 0 to 255
11247,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Special Bin By Arm,,fBinSel->sSpecialBinByArm[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Special Bin By Arm; CSV Format for Bin 0 to 255
11248,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Special Bin Count By Arm,,fBinSel->sSpecialBinCountByArm[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Special Bin Count By Arm; CSV Format for Bin 0 to 255
11249,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Special Bin By Socket,,fBinSel->sSpecialBinBySocket[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Special Bin By Socket; CSV Format for Bin 0 to 255
11250,ASCII_TYPE,Alarm MRT_FT Bin 0-255 Special Bin Count By Socket,,fBinSel->sSpecialBinCountBySocket[eBinFT_MRT],,,,Alarm MRT_FT Bin 0-255 Yield Special Bin Count By Socket; CSV Format for Bin 0 to 255
11280,BOOLEAN_TYPE,LowYield MRT_FT,,fBinSel->sLowYield[eBinFT_MRT],,,,LowYield MRT_FT; CSV Format for Bin 0 to 255
11281,BOOLEAN_TYPE,ArmYield MRT_FT,,fBinSel->sArmYield[eBinFT_MRT],,,,ArmYield MRT_FT; CSV Format for Bin 0 to 255
11282,BOOLEAN_TYPE,SiteYield MRT_FT,,fBinSel->sSiteYield[eBinFT_MRT],,,,SiteYield MRT_FT; CSV Format for Bin 0 to 255
11283,ASCII_TYPE,By Bin per site cleaning MRT_FT,,fBinSel->sBySiteClean[eBinFT_MRT],10000,0,0,By Bin per site cleaning MRT_FT; CSV Format for Bin 0 to 255
11284,ASCII_TYPE,By Bin count cleaning MRT_FT,,fBinSel->sByBinClean[eBinFT_MRT],10000,0,0,By Bin count cleaning MRT_FT; CSV Format for Bin 0 to 255
11341,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Yield Over Limit Enable,,fBinSel->sBinEnableFail[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Over Limit Enable; CSV Format for Bin 0 to 255
11342,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Yield Over Limit,Percentage,fBinSel->sBinFailPercent[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Over Limit (%); CSV Format for Bin 0 to 255
11343,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Yield Over Limit Ignore,Percentage,fBinSel->sBinFailIgnore[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Over Limit Ignore; CSV Format for Bin 0 to 255
11344,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Count Over Limit Enable,,fBinSel->sBinCountEnable[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Count Limit Enable; CSV Format for Bin 0 to 255
11345,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Count Over Limit,,fBinSel->sBinCountNumber[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Count Limit; CSV Format for Bin 0 to 255
11346,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Count Over Limit Ignore,,fBinSel->sBinCountIgnore[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Count Limit Ignore; CSV Format for Bin 0 to 255
11347,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Special Bin By Arm,,fBinSel->sSpecialBinByArm[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Special Bin By Arm; CSV Format for Bin 0 to 255
11348,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Special Bin Count By Arm,,fBinSel->sSpecialBinCountByArm[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Special Bin Count By Arm; CSV Format for Bin 0 to 255
11349,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Special Bin By Socket,,fBinSel->sSpecialBinBySocket[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Special Bin By Socket; CSV Format for Bin 0 to 255
11350,ASCII_TYPE,Alarm MRT_RT Bin 0-255 Special Bin Count By Socket,,fBinSel->sSpecialBinCountBySocket[eBinRT_MRT],,,,Alarm MRT_RT Bin 0-255 Yield Special Bin Count By Socket; CSV Format for Bin 0 to 255
