SVID,Type,Name,Unit,Pointer,Comment
16326,ASCII_TYPE,Site Cc Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][2]->sBinCT,Site Cc Bin 0-255 Total (History)CSV Format
16327,ASCII_TYPE,Site Cd Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][3]->sBinCT,Site Cd Bin 0-255 Total (History)CSV Format
16328,ASCII_TYPE,Site Ce Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][4]->sBinCT,Site Ce Bin 0-255 Total (History)CSV Format
16329,ASCII_TYPE,Site Cf Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][5]->sBinCT,Site Cf Bin 0-255 Total (History)CSV Format
16330,ASCII_TYPE,Site Cg Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][6]->sBinCT,Site Cg Bin 0-255 Total (History)CSV Format
16331,ASCII_TYPE,Site Ch Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[2][7]->sBinCT,Site Ch Bin 0-255 Total (History)CSV Format
16332,ASCII_TYPE,Site Da Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][0]->sBinCT,Site Da Bin 0-255 Total (History)CSV Format
16333,ASCII_TYPE,Site Db Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][1]->sBinCT,Site Db Bin 0-255 Total (History)CSV Format
16334,ASCII_TYPE,Site Dc Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][2]->sBinCT,Site Dc Bin 0-255 Total (History)CSV Format
16335,ASCII_TYPE,Site Dd Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][3]->sBinCT,Site Dd Bin 0-255 Total (History)CSV Format
16336,ASCII_TYPE,Site De Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][4]->sBinCT,Site De Bin 0-255 Total (History)CSV Format
16337,ASCII_TYPE,Site Df Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][5]->sBinCT,Site Df Bin 0-255 Total (History)CSV Format
16338,ASCII_TYPE,Site Dg Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][6]->sBinCT,Site Dg Bin 0-255 Total (History)CSV Format
16339,ASCII_TYPE,Site Dh Bin 0-255 Total (History),,ArmHistory[2]->ArmSKET[3][7]->sBinCT,Site Dh Bin 0-255 Total (History)CSV Format
16340,ASCII_TYPE,Arm 1 Site Aa Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][0]->sBinCT,Arm 1 Site Aa Bin 0-255 Total (History)CSV Format
16341,ASCII_TYPE,Arm 1 Site Ab Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][1]->sBinCT,Arm 1 Site Ab Bin 0-255 Total (History)CSV Format
16342,ASCII_TYPE,Arm 1 Site Ac Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][2]->sBinCT,Arm 1 Site Ac Bin 0-255 Total (History)CSV Format
16343,ASCII_TYPE,Arm 1 Site Ad Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][3]->sBinCT,Arm 1 Site Ad Bin 0-255 Total (History)CSV Format
16344,ASCII_TYPE,Arm 1 Site Ae Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][4]->sBinCT,Arm 1 Site Ae Bin 0-255 Total (History)CSV Format
16345,ASCII_TYPE,Arm 1 Site Af Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][5]->sBinCT,Arm 1 Site Af Bin 0-255 Total (History)CSV Format
16346,ASCII_TYPE,Arm 1 Site Ag Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][6]->sBinCT,Arm 1 Site Ag Bin 0-255 Total (History)CSV Format
16347,ASCII_TYPE,Arm 1 Site Ah Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[0][7]->sBinCT,Arm 1 Site Ah Bin 0-255 Total (History)CSV Format
16348,ASCII_TYPE,Arm 1 Site Ba Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][0]->sBinCT,Arm 1 Site Ba Bin 0-255 Total (History)CSV Format
16349,ASCII_TYPE,Arm 1 Site Bb Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][1]->sBinCT,Arm 1 Site Bb Bin 0-255 Total (History)CSV Format
16350,ASCII_TYPE,Arm 1 Site Bc Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][2]->sBinCT,Arm 1 Site Bc Bin 0-255 Total (History)CSV Format
16351,ASCII_TYPE,Arm 1 Site Bd Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][3]->sBinCT,Arm 1 Site Bd Bin 0-255 Total (History)CSV Format
16352,ASCII_TYPE,Arm 1 Site Be Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][4]->sBinCT,Arm 1 Site Be Bin 0-255 Total (History)CSV Format
16353,ASCII_TYPE,Arm 1 Site Bf Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][5]->sBinCT,Arm 1 Site Bf Bin 0-255 Total (History)CSV Format
16354,ASCII_TYPE,Arm 1 Site Bg Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][6]->sBinCT,Arm 1 Site Bg Bin 0-255 Total (History)CSV Format
16355,ASCII_TYPE,Arm 1 Site Bh Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[1][7]->sBinCT,Arm 1 Site Bh Bin 0-255 Total (History)CSV Format
16356,ASCII_TYPE,Arm 1 Site Ca Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][0]->sBinCT,Arm 1 Site Ca Bin 0-255 Total (History)CSV Format
16357,ASCII_TYPE,Arm 1 Site Cb Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][1]->sBinCT,Arm 1 Site Cb Bin 0-255 Total (History)CSV Format
16358,ASCII_TYPE,Arm 1 Site Cc Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][2]->sBinCT,Arm 1 Site Cc Bin 0-255 Total (History)CSV Format
16359,ASCII_TYPE,Arm 1 Site Cd Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][3]->sBinCT,Arm 1 Site Cd Bin 0-255 Total (History)CSV Format
16360,ASCII_TYPE,Arm 1 Site Ce Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][4]->sBinCT,Arm 1 Site Ce Bin 0-255 Total (History)CSV Format
16361,ASCII_TYPE,Arm 1 Site Cf Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][5]->sBinCT,Arm 1 Site Cf Bin 0-255 Total (History)CSV Format
16362,ASCII_TYPE,Arm 1 Site Cg Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][6]->sBinCT,Arm 1 Site Cg Bin 0-255 Total (History)CSV Format
16363,ASCII_TYPE,Arm 1 Site Ch Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[2][7]->sBinCT,Arm 1 Site Ch Bin 0-255 Total (History)CSV Format
16364,ASCII_TYPE,Arm 1 Site Da Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][0]->sBinCT,Arm 1 Site Da Bin 0-255 Total (History)CSV Format
16365,ASCII_TYPE,Arm 1 Site Db Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][1]->sBinCT,Arm 1 Site Db Bin 0-255 Total (History)CSV Format
16366,ASCII_TYPE,Arm 1 Site Dc Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][2]->sBinCT,Arm 1 Site Dc Bin 0-255 Total (History)CSV Format
16367,ASCII_TYPE,Arm 1 Site Dd Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][3]->sBinCT,Arm 1 Site Dd Bin 0-255 Total (History)CSV Format
16368,ASCII_TYPE,Arm 1 Site De Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][4]->sBinCT,Arm 1 Site De Bin 0-255 Total (History)CSV Format
16369,ASCII_TYPE,Arm 1 Site Df Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][5]->sBinCT,Arm 1 Site Df Bin 0-255 Total (History)CSV Format
16370,ASCII_TYPE,Arm 1 Site Dg Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][6]->sBinCT,Arm 1 Site Dg Bin 0-255 Total (History)CSV Format
16371,ASCII_TYPE,Arm 1 Site Dh Bin 0-255 Total (History),,ArmHistory[0]->ArmSKET[3][7]->sBinCT,Arm 1 Site Dh Bin 0-255 Total (History)CSV Format
16372,ASCII_TYPE,Arm 2 Site Aa Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][0]->sBinCT,Arm 2 Site Aa Bin 0-255 Total (History)CSV Format
16373,ASCII_TYPE,Arm 2 Site Ab Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][1]->sBinCT,Arm 2 Site Ab Bin 0-255 Total (History)CSV Format
16374,ASCII_TYPE,Arm 2 Site Ac Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][2]->sBinCT,Arm 2 Site Ac Bin 0-255 Total (History)CSV Format
16375,ASCII_TYPE,Arm 2 Site Ad Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][3]->sBinCT,Arm 2 Site Ad Bin 0-255 Total (History)CSV Format
16376,ASCII_TYPE,Arm 2 Site Ae Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][4]->sBinCT,Arm 2 Site Ae Bin 0-255 Total (History)CSV Format
16377,ASCII_TYPE,Arm 2 Site Af Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][5]->sBinCT,Arm 2 Site Af Bin 0-255 Total (History)CSV Format
16378,ASCII_TYPE,Arm 2 Site Ag Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][6]->sBinCT,Arm 2 Site Ag Bin 0-255 Total (History)CSV Format
16379,ASCII_TYPE,Arm 2 Site Ah Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[0][7]->sBinCT,Arm 2 Site Ah Bin 0-255 Total (History)CSV Format
16380,ASCII_TYPE,Arm 2 Site Ba Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][0]->sBinCT,Arm 2 Site Ba Bin 0-255 Total (History)CSV Format
16381,ASCII_TYPE,Arm 2 Site Bb Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][1]->sBinCT,Arm 2 Site Bb Bin 0-255 Total (History)CSV Format
16382,ASCII_TYPE,Arm 2 Site Bc Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][2]->sBinCT,Arm 2 Site Bc Bin 0-255 Total (History)CSV Format
16383,ASCII_TYPE,Arm 2 Site Bd Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][3]->sBinCT,Arm 2 Site Bd Bin 0-255 Total (History)CSV Format
16384,ASCII_TYPE,Arm 2 Site Be Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][4]->sBinCT,Arm 2 Site Be Bin 0-255 Total (History)CSV Format
16385,ASCII_TYPE,Arm 2 Site Bf Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][5]->sBinCT,Arm 2 Site Bf Bin 0-255 Total (History)CSV Format
16386,ASCII_TYPE,Arm 2 Site Bg Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][6]->sBinCT,Arm 2 Site Bg Bin 0-255 Total (History)CSV Format
16387,ASCII_TYPE,Arm 2 Site Bh Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[1][7]->sBinCT,Arm 2 Site Bh Bin 0-255 Total (History)CSV Format
16388,ASCII_TYPE,Arm 2 Site Ca Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][0]->sBinCT,Arm 2 Site Ca Bin 0-255 Total (History)CSV Format
16389,ASCII_TYPE,Arm 2 Site Cb Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][1]->sBinCT,Arm 2 Site Cb Bin 0-255 Total (History)CSV Format
16390,ASCII_TYPE,Arm 2 Site Cc Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][2]->sBinCT,Arm 2 Site Cc Bin 0-255 Total (History)CSV Format
16391,ASCII_TYPE,Arm 2 Site Cd Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][3]->sBinCT,Arm 2 Site Cd Bin 0-255 Total (History)CSV Format
16392,ASCII_TYPE,Arm 2 Site Ce Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][4]->sBinCT,Arm 2 Site Ce Bin 0-255 Total (History)CSV Format
16393,ASCII_TYPE,Arm 2 Site Cf Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][5]->sBinCT,Arm 2 Site Cf Bin 0-255 Total (History)CSV Format
16394,ASCII_TYPE,Arm 2 Site Cg Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][6]->sBinCT,Arm 2 Site Cg Bin 0-255 Total (History)CSV Format
16395,ASCII_TYPE,Arm 2 Site Ch Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[2][7]->sBinCT,Arm 2 Site Ch Bin 0-255 Total (History)CSV Format
16396,ASCII_TYPE,Arm 2 Site Da Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][0]->sBinCT,Arm 2 Site Da Bin 0-255 Total (History)CSV Format
16397,ASCII_TYPE,Arm 2 Site Db Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][1]->sBinCT,Arm 2 Site Db Bin 0-255 Total (History)CSV Format
16398,ASCII_TYPE,Arm 2 Site Dc Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][2]->sBinCT,Arm 2 Site Dc Bin 0-255 Total (History)CSV Format
16399,ASCII_TYPE,Arm 2 Site Dd Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][3]->sBinCT,Arm 2 Site Dd Bin 0-255 Total (History)CSV Format
16400,ASCII_TYPE,Arm 2 Site De Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][4]->sBinCT,Arm 2 Site De Bin 0-255 Total (History)CSV Format
16401,ASCII_TYPE,Arm 2 Site Df Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][5]->sBinCT,Arm 2 Site Df Bin 0-255 Total (History)CSV Format
16402,ASCII_TYPE,Arm 2 Site Dg Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][6]->sBinCT,Arm 2 Site Dg Bin 0-255 Total (History)CSV Format
16403,ASCII_TYPE,Arm 2 Site Dh Bin 0-255 Total (History),,ArmHistory[1]->ArmSKET[3][7]->sBinCT,Arm 2 Site Dh Bin 0-255 Total (History)CSV Format
16404,ASCII_TYPE,Total Pass Count by Site Aa to Dh (History),,ArmHistory[2]->sPass,Pass Count by Site Aa to Dh (History)CSV Format
16405,ASCII_TYPE,Total Fail Count by Site Aa to Dh (History),,ArmHistory[2]->sFail,Fail Count by Site Aa to Dh (History)CSV Format
16406,ASCII_TYPE,Total IF Error Count by Site Aa to Dh (History),,ArmHistory[2]->iIFErr,IF Error Count by Site Aa to Dh (History)CSV Format
16407,ASCII_TYPE,Total Count by Site Aa to Dh (History),,ArmHistory[2]->sTotal,Total Count by Site Aa to Dh (History)CSV Format
16408,ASCII_TYPE,Arm 1 Pass Count by Site Aa to Dh (History),,ArmHistory[0]->sPass,Arm 1 Pass Count by Site Aa to Dh (History)CSV Format
16409,ASCII_TYPE,Arm 1 Fail Count by Site Aa to Dh (History),,ArmHistory[0]->sFail,Arm 1 Fail Count by Site Aa to Dh (History)CSV Format
16410,ASCII_TYPE,Arm 1 IF Error Count by Site Aa to Dh (History),,ArmHistory[0]->iIFErr,Arm 1 IF Error Count by Site Aa to Dh (History)CSV Format
16411,ASCII_TYPE,Arm 1 Total Count by Site Aa to Dh (History),,ArmHistory[0]->sTotal,Arm 1 Total Count by Site Aa to Dh (History)CSV Format
16412,ASCII_TYPE,Arm 2 Pass Count by Site Aa to Dh (History),,ArmHistory[1]->sPass,Arm 2 Pass Count by Site Aa to Dh (History)CSV Format
16413,ASCII_TYPE,Arm 2 Fail Count by Site Aa to Dh (History),,ArmHistory[1]->sFail,Arm 2 Fail Count by Site Aa to Dh (History)CSV Format
16414,ASCII_TYPE,Arm 2 IF Error Count by Site Aa to Dh (History),,ArmHistory[1]->iIFErr,Arm 2 IF Error Count by Site Aa to Dh (History)CSV Format
16415,ASCII_TYPE,Arm 2 Total Count by Site Aa to Dh (History),,ArmHistory[1]->sTotal,Arm 2 Total Count by Site Aa to Dh (History)CSV Format
20001,ASCII_TYPE,EC Change ID,,&SYS_ECChangeID,機台EC改變的ID
20002,ASCII_TYPE,EC Change Origina Value,,&SYS_ECChangeIDOriginaValue,機台EC改變ID原本的值
20003,ASCII_TYPE,EC Change New Value,,&SYS_ECChangeIDNewValue,機台EC改變ID新的值
35915,INT_4_TYPE,USE BARCODE MODE,,&BAR_CODE_INSTALL,
37000,BOOLEAN_TYPE,Enable LoaderTrayCount_ART,,&LastSet.bLoaderTrayCount_ART,
37001,INT_4_TYPE,LoaderTrayCount_ART,,&LastSet.iLoaderTrayCount_ART,
37002,INT_4_TYPE,AutoRetestCount_ART,,&LastSet.iAutoRetestCount_ART,
37003,INT_4_TYPE,UnloaderTrayCount_ART_Auto1,,&LastSet.iUnloaderTrayCount_ART[eAuto1],
37004,INT_4_TYPE,UnloaderTrayCount_ART_Auto2,,&LastSet.iUnloaderTrayCount_ART[eAuto2],
37005,INT_4_TYPE,UnloaderTrayCount_ART_Auto3,,&LastSet.iUnloaderTrayCount_ART[eAuto3],
37006,INT_4_TYPE,Input Loader Count,,&LastSet.iInputLoaderCount,
37007,INT_4_TYPE,LoaderTotalTray,,&LastSet.iLoaderTotalTray,
37008,ASCII_TYPE,Enter Barcode Reader,,&asSecsGemBarCode,
37009,BOOLEAN_TYPE,USE AUTO RETEST,,&USE_AUTO_RETEST,
37010,INT_4_TYPE,Enter Skip IC Count,,&iJamSkipIC,
37012,ASCII_TYPE,Enter Barcode Reader Password,,&asSecsGemBarCodePasswoed,
37013,INT_4_TYPE,UnloaderTrayCount_ART_Auto4,,&LastSet.iUnloaderTrayCount_ART[eAuto4],
37014,INT_4_TYPE,UnloaderTrayCount_ART_Auto5,,&LastSet.iUnloaderTrayCount_ART[eAuto5],
37015,INT_4_TYPE,UnloaderTrayCount_ART_Auto6,,&LastSet.iUnloaderTrayCount_ART[eAuto6],
37200,ASCII_TYPE,SIMCO Ion fan Data,,fLotInfo->lbESDReportData,
37201,ASCII_TYPE,SIMCO Ion fan Decay Data,,fLotInfo->lbESDDecayReportData,
37202,ASCII_TYPE,ATC Software Version,,&RunInfo.ATCSoftwareVersion,ATC Software Version
37203,ASCII_TYPE,GPIB Software Version,,&RunInfo.GPIBSoftwareVersion,GPIB Software Version
37204,INT_4_TYPE,ION FAN 1 Status,,&iIONFANStatus_Secs[0],ION FAN 1 Status
37205,INT_4_TYPE,ION FAN 2 Status,,&iIONFANStatus_Secs[1],ION FAN 2 Status
37206,INT_4_TYPE,ION FAN 3 Status,,&iIONFANStatus_Secs[2],ION FAN 3 Status
37207,INT_4_TYPE,ION FAN 4 Status,,&iIONFANStatus_Secs[3],ION FAN 4 Status
37208,INT_4_TYPE,ION FAN 5 Status,,&iIONFANStatus_Secs[4],ION FAN 5 Status
37209,INT_4_TYPE,ION FAN 6 Status,,&iIONFANStatus_Secs[5],ION FAN 6 Status
37210,INT_4_TYPE,ION FAN 7 Status,,&iIONFANStatus_Secs[6],ION FAN 7 Status
37211,INT_4_TYPE,ION FAN 8 Status,,&iIONFANStatus_Secs[7],ION FAN 8 Status
37212,INT_4_TYPE,ION FAN 9 Status,,&iIONFANStatus_Secs[8],ION FAN 9 Status
37213,INT_4_TYPE,ION FAN 10 Status,,&iIONFANStatus_Secs[9],ION FAN 10 Status
37214,INT_4_TYPE,ION FAN 11 Status,,&iIONFANStatus_Secs[10],ION FAN 11 Status
37215,INT_4_TYPE,ION FAN 12 Status,,&iIONFANStatus_Secs[11],ION FAN 12 Status
37216,INT_4_TYPE,ION FAN 1 Power,,&iIONFANPower_Secs[0],ION FAN 1 Power
37217,INT_4_TYPE,ION FAN 2 Power,,&iIONFANPower_Secs[1],ION FAN 2 Power
37218,INT_4_TYPE,ION FAN 3 Power,,&iIONFANPower_Secs[2],ION FAN 3 Power
37219,INT_4_TYPE,ION FAN 4 Power,,&iIONFANPower_Secs[3],ION FAN 4 Power
37220,INT_4_TYPE,ION FAN 5 Power,,&iIONFANPower_Secs[4],ION FAN 5 Power
37221,INT_4_TYPE,ION FAN 6 Power,,&iIONFANPower_Secs[5],ION FAN 6 Power
37222,INT_4_TYPE,ION FAN 7 Power,,&iIONFANPower_Secs[6],ION FAN 7 Power
37223,INT_4_TYPE,ION FAN 8 Power,,&iIONFANPower_Secs[7],ION FAN 8 Power
37224,INT_4_TYPE,ION FAN 9 Power,,&iIONFANPower_Secs[8],ION FAN 9 Power
37225,INT_4_TYPE,ION FAN 10 Power,,&iIONFANPower_Secs[9],ION FAN 10 Power
37226,INT_4_TYPE,ION FAN 11 Power,,&iIONFANPower_Secs[10],ION FAN 11 Power
37227,INT_4_TYPE,ION FAN 12 Power,,&iIONFANPower_Secs[11],ION FAN 12 Power
37228,ASCII_TYPE,ESD Software Version,,&RunInfo.ESDSoftwareVersion,ESD Software Version
37501,ASCII_TYPE,ATC Power Supply Serial Number 01,,fObserver->lbSerialNumber01,ATC Power Supply Serial Number 01
37502,ASCII_TYPE,ATC Power Supply Serial Number 02,,fObserver->lbSerialNumber02,ATC Power Supply Serial Number 02
37503,ASCII_TYPE,ATC Power Supply Serial Number 03,,fObserver->lbSerialNumber03,ATC Power Supply Serial Number 03
37504,ASCII_TYPE,ATC Power Supply Serial Number 04,,fObserver->lbSerialNumber04,ATC Power Supply Serial Number 04
37505,ASCII_TYPE,ATC Power Supply Firmware Version 01,,fObserver->lbFirmwareNumber01,ATC Power Supply Firmware Version 01
37506,ASCII_TYPE,ATC Power Supply Firmware Version 02,,fObserver->lbFirmwareNumber02,ATC Power Supply Firmware Version 02
37507,ASCII_TYPE,ATC Power Supply Firmware Version 03,,fObserver->lbFirmwareNumber03,ATC Power Supply Firmware Version 03
37508,ASCII_TYPE,ATC Power Supply Firmware Version 04,,fObserver->lbFirmwareNumber04,ATC Power Supply Firmware Version 04
37600,INT_4_TYPE,In Arm Picker A Count,,&TestIF_File.InArmPickerLifeCnt[0][0],In Arm Picker A Count
37601,INT_4_TYPE,In Arm Picker C Count,,&TestIF_File.InArmPickerLifeCnt[0][1],In Arm Picker C Count
37602,INT_4_TYPE,In Arm Picker E Count,,&TestIF_File.InArmPickerLifeCnt[0][2],In Arm Picker E Count
37603,INT_4_TYPE,In Arm Picker G Count,,&TestIF_File.InArmPickerLifeCnt[0][3],In Arm Picker G Count
37604,INT_4_TYPE,In Arm Picker B Count,,&TestIF_File.InArmPickerLifeCnt[1][0],In Arm Picker B Count
37605,INT_4_TYPE,In Arm Picker D Count,,&TestIF_File.InArmPickerLifeCnt[1][1],In Arm Picker D Count
37606,INT_4_TYPE,In Arm Picker F Count,,&TestIF_File.InArmPickerLifeCnt[1][2],In Arm Picker F Count
37607,INT_4_TYPE,In Arm Picker H Count,,&TestIF_File.InArmPickerLifeCnt[1][3],In Arm Picker H Count
37650,INT_4_TYPE,Out Arm Picker A Count,,&TestIF_File.OutArmPickerLifeCnt[0][0],Out Arm Picker A Count
37651,INT_4_TYPE,Out Arm Picker C Count,,&TestIF_File.OutArmPickerLifeCnt[0][1],Out Arm Picker C Count
37652,INT_4_TYPE,Out Arm Picker E Count,,&TestIF_File.OutArmPickerLifeCnt[0][2],Out Arm Picker E Count
37653,INT_4_TYPE,Out Arm Picker G Count,,&TestIF_File.OutArmPickerLifeCnt[0][3],Out Arm Picker G Count
37654,INT_4_TYPE,Out Arm Picker B Count,,&TestIF_File.OutArmPickerLifeCnt[1][0],Out Arm Picker B Count
37655,INT_4_TYPE,Out Arm Picker D Count,,&TestIF_File.OutArmPickerLifeCnt[1][1],Out Arm Picker D Count
37656,INT_4_TYPE,Out Arm Picker F Count,,&TestIF_File.OutArmPickerLifeCnt[1][2],Out Arm Picker F Count
37657,INT_4_TYPE,Out Arm Picker H Count,,&TestIF_File.OutArmPickerLifeCnt[1][3],Out Arm Picker H Count
37700,ASCII_TYPE,PC_NAME,,&PC_NAME,PC_NAME
37701,INT_4_TYPE,Index Arm 1 Picker Aa Count,,&TestIF_File.Arm1PickerLifeCnt[0][0],Index Arm 1 Picker Aa Count
37702,INT_4_TYPE,Index Arm 1 Picker Ab Count,,&TestIF_File.Arm1PickerLifeCnt[0][1],Index Arm 1 Picker Ab Count
37703,INT_4_TYPE,Index Arm 1 Picker Ac Count,,&TestIF_File.Arm1PickerLifeCnt[0][2],Index Arm 1 Picker Ac Count
37704,INT_4_TYPE,Index Arm 1 Picker Ad Count,,&TestIF_File.Arm1PickerLifeCnt[0][3],Index Arm 1 Picker Ad Count
37705,INT_4_TYPE,Index Arm 1 Picker Ae Count,,&TestIF_File.Arm1PickerLifeCnt[0][4],Index Arm 1 Picker Ae Count
37706,INT_4_TYPE,Index Arm 1 Picker Af Count,,&TestIF_File.Arm1PickerLifeCnt[0][5],Index Arm 1 Picker Af Count
37707,INT_4_TYPE,Index Arm 1 Picker Ag Count,,&TestIF_File.Arm1PickerLifeCnt[0][6],Index Arm 1 Picker Ag Count
37708,INT_4_TYPE,Index Arm 1 Picker Ah Count,,&TestIF_File.Arm1PickerLifeCnt[0][7],Index Arm 1 Picker Ah Count
37709,INT_4_TYPE,Index Arm 1 Picker Ba Count,,&TestIF_File.Arm1PickerLifeCnt[1][0],Index Arm 1 Picker Ba Count
37710,INT_4_TYPE,Index Arm 1 Picker Bb Count,,&TestIF_File.Arm1PickerLifeCnt[1][1],Index Arm 1 Picker Bb Count
37711,INT_4_TYPE,Index Arm 1 Picker Bc Count,,&TestIF_File.Arm1PickerLifeCnt[1][2],Index Arm 1 Picker Bc Count
37712,INT_4_TYPE,Index Arm 1 Picker Bd Count,,&TestIF_File.Arm1PickerLifeCnt[1][3],Index Arm 1 Picker Bd Count
37713,INT_4_TYPE,Index Arm 1 Picker Be Count,,&TestIF_File.Arm1PickerLifeCnt[1][4],Index Arm 1 Picker Be Count
37714,INT_4_TYPE,Index Arm 1 Picker Bf Count,,&TestIF_File.Arm1PickerLifeCnt[1][5],Index Arm 1 Picker Bf Count
37715,INT_4_TYPE,Index Arm 1 Picker Bg Count,,&TestIF_File.Arm1PickerLifeCnt[1][6],Index Arm 1 Picker Bg Count
37716,INT_4_TYPE,Index Arm 1 Picker Bh Count,,&TestIF_File.Arm1PickerLifeCnt[1][7],Index Arm 1 Picker Bh Count
37717,INT_4_TYPE,Index Arm 2 Picker Aa Count,,&TestIF_File.Arm2PickerLifeCnt[0][0],Index Arm 2 Picker Aa Count
37718,INT_4_TYPE,Index Arm 2 Picker Ab Count,,&TestIF_File.Arm2PickerLifeCnt[0][1],Index Arm 2 Picker Ab Count
37719,INT_4_TYPE,Index Arm 2 Picker Ac Count,,&TestIF_File.Arm2PickerLifeCnt[0][2],Index Arm 2 Picker Ac Count
37720,INT_4_TYPE,Index Arm 2 Picker Ad Count,,&TestIF_File.Arm2PickerLifeCnt[0][3],Index Arm 2 Picker Ad Count
37721,INT_4_TYPE,Index Arm 2 Picker Ae Count,,&TestIF_File.Arm2PickerLifeCnt[0][4],Index Arm 2 Picker Ae Count
37722,INT_4_TYPE,Index Arm 2 Picker Af Count,,&TestIF_File.Arm2PickerLifeCnt[0][5],Index Arm 2 Picker Af Count
37723,INT_4_TYPE,Index Arm 2 Picker Ag Count,,&TestIF_File.Arm2PickerLifeCnt[0][6],Index Arm 2 Picker Ag Count
37724,INT_4_TYPE,Index Arm 2 Picker Ah Count,,&TestIF_File.Arm2PickerLifeCnt[0][7],Index Arm 2 Picker Ah Count
